olay_id,medya_tipi,kaynak,baslik,icerik
72,notr,Hurriyet,"Yeni sigorta paketi açıklandı","Yeni sigorta paketi kamuoyuna duyuruldu. Yetkililer kapsam ve şartlar hakkında bilgi verdi. Başvuruların başlayacağı ifade edildi. Etkiler ilerleyen süreçte değerlendirilecek."

73,yandas,Sabah,"Uzaktan çalışma modeli yaygınlaşıyor","Yeni çalışma modelleri sayesinde uzaktan çalışmanın yaygınlaştığı açıklandı. Yetkililer bunun verimliliği artırdığını belirtti. Çalışanlara esneklik sağlandığı ifade edildi. İş dünyasında dönüşümün sürdüğü vurgulandı."
73,karsit,Sozcu,"Uzaktan çalışmada sorunlar artıyor","Uzaktan çalışma modelinin bazı zorlukları gündeme geliyor. Çalışanlar iş-yaşam dengesinde sorun yaşadıklarını belirtiyor. Uzmanlar verimlilik kaybına dikkat çekiyor. Tartışmalar devam ediyor."
73,notr,Hurriyet,"Uzaktan çalışma modeli değerlendiriliyor","Uzaktan çalışma modeli iş dünyasında yaygınlaşmaya devam ediyor. Şirketler uygulamayı farklı şekillerde değerlendiriyor. Çalışan deneyimleri inceleniyor. Süreç yakından izleniyor."

74,yandas,Sabah,"Yeni veri merkezi açıldı","Teknoloji altyapısını güçlendirmek amacıyla yeni veri merkezi hizmete açıldı. Yetkililer sistem kapasitesinin arttığını belirtti. Dijital hizmetlerin daha hızlı sunulacağı ifade edildi. Projenin teknoloji sektörüne katkı sağlayacağı vurgulandı."
74,karsit,Sozcu,"Veri merkezi yatırımı eleştirildi","Yeni veri merkezi yatırımının maliyeti tartışma yarattı. Uzmanlar kaynak kullanımının sorgulanması gerektiğini belirtiyor. Enerji tüketimi de eleştiri konusu oldu. Tartışmalar sürüyor."
74,notr,Hurriyet,"Veri merkezi hizmete girdi","Yeni veri merkezi faaliyete başladı. Yetkililer kapasite hakkında bilgi verdi. Dijital hizmetlere katkı sağlaması bekleniyor. Süreç takip ediliyor."

75,yandas,Sabah,"Yeni girişim fonu kuruldu","Girişimcilere destek olmak amacıyla yeni yatırım fonu kuruldu. Yetkililer inovasyonun teşvik edileceğini belirtti. Start-up ekosistemine katkı sağlanması hedefleniyor. Fonun büyümeyi destekleyeceği ifade edildi."
75,karsit,Sozcu,"Girişim fonu sınırlı bulundu","Kurulan girişim fonunun yeterli olmadığı eleştiriliyor. Uzmanlar yatırım miktarının düşük olduğunu belirtiyor. Girişimciler daha fazla destek bekliyor. Tartışmalar sürüyor."
75,notr,Hurriyet,"Girişim fonu duyuruldu","Yeni girişim fonu kamuoyuna açıklandı. Yetkililer fonun kapsamını anlattı. Başvuruların başlayacağı ifade edildi. Etkiler izlenecek."

76,yandas,Sabah,"Yeni deniz temizliği projesi başlatıldı","Deniz kirliliğini azaltmak amacıyla yeni bir proje başlatıldı. Yetkililer çevre koruma çalışmalarının güçlendirildiğini belirtti. Temizlik faaliyetlerinin artırıldığı ifade edildi. Projenin sürdürülebilir olacağı vurgulandı."
76,karsit,Sozcu,"Deniz temizliği projesi eleştirildi","Yeni deniz temizliği projesinin yetersiz olduğu iddia ediliyor. Uzmanlar kapsamın dar olduğunu belirtiyor. Çevreciler daha ciddi önlemler talep ediyor. Tartışmalar devam ediyor."
76,notr,Hurriyet,"Deniz temizliği çalışmaları başladı","Deniz temizliği kapsamında yeni çalışmalar başlatıldı. Yetkililer proje hakkında bilgi verdi. Farklı bölgelerde uygulamalar yapılacak. Süreç izleniyor."

77,yandas,Sabah,"Yeni iş güvenliği düzenlemesi yürürlükte","İş güvenliğini artırmaya yönelik yeni düzenleme yürürlüğe girdi. Yetkililer çalışanların korunacağını belirtti. Denetimlerin artırıldığı ifade edildi. Uygulamanın olumlu sonuç vereceği vurgulandı."
77,karsit,Sozcu,"İş güvenliği düzenlemesi yetersiz bulundu","Yeni iş güvenliği düzenlemesinin etkisiz olduğu eleştiriliyor. Uzmanlar denetimlerin yeterli olmadığını belirtiyor. Çalışanlar risklerin sürdüğünü ifade ediyor. Tartışmalar devam ediyor."
77,notr,Hurriyet,"İş güvenliği düzenlemesi yürürlüğe girdi","Yeni iş güvenliği düzenlemesi yürürlüğe alındı. Yetkililer uygulama hakkında bilgi verdi. Denetim süreci başlatıldı. Etkiler izlenecek."

78,yandas,Sabah,"Yeni medya platformu yayına başladı","Yeni medya platformunun yayına başladığı açıklandı. Yetkililer platformun bilgiye erişimi kolaylaştıracağını belirtti. Dijital içerik üretiminin artacağı ifade edildi. Projenin sektöre katkı sağlayacağı vurgulandı."
78,karsit,Sozcu,"Medya platformu tarafsızlık tartışması yarattı","Yeni medya platformunun tarafsızlığı eleştiriliyor. Uzmanlar içerik politikalarının sorgulanması gerektiğini belirtiyor. Kullanıcılar farklı görüşler dile getiriyor. Tartışmalar sürüyor."
78,notr,Hurriyet,"Yeni medya platformu açıldı","Yeni medya platformu yayına başladı. Yetkililer platform hakkında bilgi verdi. Kullanıcılar erişim sağlamaya başladı. Süreç takip ediliyor."

79,yandas,Sabah,"Yeni lojistik yazılımı devreye alındı","Lojistik sektöründe verimliliği artıracak yeni yazılım sistemi devreye alındı. Yetkililer süreçlerin hızlanacağını belirtti. Dijitalleşmenin sektöre katkı sağladığı ifade edildi. Yazılımın yaygınlaştırılması planlanıyor."
79,karsit,Sozcu,"Lojistik yazılımı sorunlarla başladı","Yeni lojistik yazılımında teknik sorunlar yaşandığı iddia ediliyor. Kullanıcılar sistem hatalarından şikayetçi. Uzmanlar altyapı eksikliğine dikkat çekiyor. Sorunların çözülmesi bekleniyor."
79,notr,Hurriyet,"Lojistik yazılımı kullanıma sunuldu","Yeni lojistik yazılımı hizmete alındı. Yetkililer sistem hakkında bilgi verdi. Kullanım süreci başladı. Etkiler izlenecek."

80,yandas,Sabah,"Yeni afet eğitim programı başlatıldı","Afetlere hazırlık amacıyla yeni eğitim programı başlatıldı. Yetkililer toplumun bilinçlendirilmesinin hedeflendiğini belirtti. Eğitimlerin farklı gruplara ulaştırıldığı ifade edildi. Programın yaygınlaştırılması planlanıyor."
80,karsit,Sozcu,"Afet eğitim programı yetersiz bulundu","Yeni afet eğitim programının etkisiz olduğu eleştiriliyor. Uzmanlar kapsamın dar olduğunu belirtiyor. Vatandaşlar daha fazla eğitim talep ediyor. Tartışmalar sürüyor."
80,notr,Hurriyet,"Afet eğitim programı duyuruldu","Yeni afet eğitim programı kamuoyuna açıklandı. Yetkililer program hakkında bilgi verdi. Eğitimler başladı. Süreç izleniyor."

81,yandas,Sabah,"Yeni su arıtma tesisi hizmete alındı","Şehirde içme suyu kalitesini artırmak amacıyla yeni bir arıtma tesisi devreye alındı. Yetkililer tesisin modern teknolojiyle donatıldığını belirtti. Su kaynaklarının daha verimli kullanılacağı ifade edildi. Projenin uzun vadeli fayda sağlayacağı vurgulandı."
81,karsit,Sozcu,"Arıtma tesisi maliyeti eleştiriliyor","Yeni su arıtma tesisinin maliyeti tartışma konusu oldu. Uzmanlar yatırımın gereğinden pahalı olduğunu belirtiyor. Vatandaşlar kaynak kullanımını sorguluyor. Tartışmalar sürüyor."
81,notr,Hurriyet,"Su arıtma tesisi açıldı","Yeni su arıtma tesisi hizmete girdi. Yetkililer tesis hakkında bilgi verdi. Su kalitesinin artırılması hedefleniyor. Süreç izleniyor."

82,yandas,Sabah,"Yeni akıllı şehir uygulamaları başlatıldı","Şehirde dijital dönüşüm kapsamında akıllı şehir uygulamaları devreye alındı. Yetkililer yaşam kalitesinin artacağını belirtti. Trafik ve enerji yönetiminde iyileşmeler hedefleniyor. Projenin yaygınlaştırılması planlanıyor."
82,karsit,Sozcu,"Akıllı şehir projesi eleştirildi","Akıllı şehir uygulamalarının yeterince etkili olmadığı iddia ediliyor. Uzmanlar altyapı eksikliklerine dikkat çekiyor. Vatandaşlar uygulamalardan beklenen faydayı görmediğini ifade ediyor. Tartışmalar sürüyor."
82,notr,Hurriyet,"Akıllı şehir uygulamaları başladı","Yeni akıllı şehir uygulamaları devreye alındı. Yetkililer proje hakkında bilgi verdi. Çeşitli alanlarda uygulamalar başladı. Süreç takip ediliyor."

83,yandas,Sabah,"Yeni deniz taşımacılığı hattı açıldı","Deniz ulaşımını güçlendirmek amacıyla yeni hat hizmete açıldı. Yetkililer hattın yolcu kapasitesini artıracağını belirtti. Ulaşım süresinin kısalacağı ifade edildi. Projenin katkı sağlayacağı vurgulandı."
83,karsit,Sozcu,"Deniz hattı düşük talep görüyor","Yeni deniz hattının beklenen ilgiyi görmediği ifade ediliyor. Vatandaşlar hattı yeterince kullanmıyor. Uzmanlar planlama hatalarına dikkat çekiyor. Tartışmalar devam ediyor."
83,notr,Hurriyet,"Yeni deniz hattı hizmete girdi","Yeni deniz taşımacılığı hattı açıldı. Yetkililer kapasite hakkında bilgi verdi. Yolcu taşımacılığı başladı. Süreç izleniyor."

84,yandas,Sabah,"Yeni enerji tasarrufu kampanyası başlatıldı","Enerji tüketimini azaltmak amacıyla yeni bir kampanya başlatıldı. Yetkililer vatandaşların bilinçlendirilmesinin hedeflendiğini belirtti. Tasarruf oranlarının artması bekleniyor. Kampanyanın yaygınlaştırılacağı ifade edildi."
84,karsit,Sozcu,"Enerji kampanyası etkisiz bulundu","Enerji tasarrufu kampanyasının beklenen etkiyi yaratmadığı ifade ediliyor. Uzmanlar uygulamaların yetersiz olduğunu belirtiyor. Vatandaşların katılımının düşük olduğu söyleniyor. Eleştiriler sürüyor."
84,notr,Hurriyet,"Enerji tasarrufu kampanyası başladı","Yeni enerji tasarrufu kampanyası başlatıldı. Yetkililer program hakkında bilgi verdi. Çalışmalar yürütülüyor. Etkiler değerlendirilecek."

85,yandas,Sabah,"Yeni dijital kimlik sistemi tanıtıldı","Vatandaşlara yönelik dijital kimlik sistemi tanıtıldı. Yetkililer işlemlerin hızlanacağını belirtti. Sistemle güvenliğin artırıldığı ifade edildi. Kullanımın yaygınlaşması bekleniyor."
85,karsit,Sozcu,"Dijital kimlik sistemi güvenlik tartışması yarattı","Yeni dijital kimlik sistemi güvenlik endişelerine yol açtı. Uzmanlar veri koruma konusunda riskler olduğunu belirtiyor. Kullanıcılar sistem hakkında soru işaretleri taşıyor. Tartışmalar sürüyor."
85,notr,Hurriyet,"Dijital kimlik sistemi duyuruldu","Yeni dijital kimlik sistemi kamuoyuna tanıtıldı. Yetkililer sistem hakkında bilgi verdi. Kullanım süreci planlanıyor. Süreç izlenecek."

86,yandas,Sabah,"Yeni tarım kooperatifleri kuruldu","Çiftçilerin desteklenmesi amacıyla yeni kooperatifler kuruldu. Yetkililer üretimin artacağını belirtti. Kooperatiflerin iş birliğini güçlendireceği ifade edildi. Projelerin devam edeceği vurgulandı."
86,karsit,Sozcu,"Kooperatifler yeterince desteklenmiyor","Yeni kurulan kooperatiflerin yeterli destek alamadığı ifade ediliyor. Çiftçiler finansal zorluklar yaşadıklarını belirtiyor. Uzmanlar sistemin güçlendirilmesi gerektiğini söylüyor. Tartışmalar sürüyor."
86,notr,Hurriyet,"Tarım kooperatifleri kuruldu","Yeni tarım kooperatifleri faaliyete başladı. Yetkililer projeler hakkında bilgi verdi. Üreticilerin katılımı sağlandı. Süreç izleniyor."

87,yandas,Sabah,"Yeni iş geliştirme merkezi açıldı","Girişimcilere destek olmak amacıyla yeni iş geliştirme merkezi açıldı. Yetkililer merkezde çeşitli eğitimler verileceğini belirtti. Girişimcilerin destekleneceği ifade edildi. Projenin yaygınlaştırılması planlanıyor."
87,karsit,Sozcu,"İş geliştirme merkezi eleştirildi","Yeni merkezin yetersiz olduğu yönünde eleştiriler yapılıyor. Girişimciler desteklerin sınırlı olduğunu belirtiyor. Uzmanlar sistemin geliştirilmesi gerektiğini ifade ediyor. Tartışmalar sürüyor."
87,notr,Hurriyet,"İş geliştirme merkezi açıldı","Yeni iş geliştirme merkezi hizmete girdi. Yetkililer faaliyetler hakkında bilgi verdi. Eğitim programları başlatıldı. Süreç izleniyor."

88,yandas,Sabah,"Yeni ulaşım planı yürürlüğe girdi","Şehirde trafik sorununu azaltmak amacıyla yeni ulaşım planı devreye alındı. Yetkililer sistemin verimliliği artıracağını belirtti. Yeni düzenlemelerin uygulanmaya başlandığı ifade edildi. Planın olumlu sonuç vermesi bekleniyor."
88,karsit,Sozcu,"Ulaşım planı karmaşa yarattı","Yeni ulaşım planının trafik sorununu çözmediği ifade ediliyor. Vatandaşlar uygulamadan memnun olmadıklarını belirtiyor. Uzmanlar planlama hatalarına dikkat çekiyor. Tartışmalar sürüyor."
88,notr,Hurriyet,"Yeni ulaşım planı uygulamaya alındı","Yeni ulaşım planı yürürlüğe girdi. Yetkililer uygulama hakkında bilgi verdi. Trafik düzenlemeleri yapıldı. Süreç izleniyor."

89,yandas,Sabah,"Yeni medya eğitim programı başlatıldı","Medya okuryazarlığını artırmak amacıyla yeni eğitim programı başlatıldı. Yetkililer bilinçli medya kullanımını teşvik ettiklerini belirtti. Eğitimlerin geniş kitlelere ulaşması hedefleniyor. Programın etkili olacağı ifade edildi."
89,karsit,Sozcu,"Medya eğitim programı eleştirildi","Yeni medya eğitim programının yetersiz olduğu ifade ediliyor. Uzmanlar kapsamın dar olduğunu belirtiyor. Katılımcılar daha kapsamlı içerik talep ediyor. Tartışmalar sürüyor."
89,notr,Hurriyet,"Medya eğitim programı duyuruldu","Yeni medya eğitim programı kamuoyuna açıklandı. Yetkililer program hakkında bilgi verdi. Eğitimler başlatıldı. Süreç izleniyor."

90,yandas,Sabah,"Yeni altyapı güçlendirme çalışmaları tamamlandı","Şehir altyapısını güçlendirmek amacıyla yürütülen çalışmalar tamamlandı. Yetkililer sistemin daha dayanıklı hale geldiğini belirtti. Yeni yatırımların katkı sağladığı ifade edildi. Çalışmaların devam edeceği vurgulandı."
90,karsit,Sozcu,"Altyapı çalışmaları yetersiz bulundu","Altyapı çalışmalarının beklenen sonucu vermediği iddia ediliyor. Vatandaşlar sorunların devam ettiğini belirtiyor. Uzmanlar eksikliklere dikkat çekiyor. Tartışmalar sürüyor."
90,notr,Hurriyet,"Altyapı çalışmaları tamamlandı","Altyapı güçlendirme çalışmaları tamamlandı. Yetkililer proje hakkında bilgi verdi. Sistem yenilendi. Süreç izleniyor."

91,yandas,Sabah,"Yeni uzay araştırma merkezi açıldı","Türkiye’nin uzay çalışmalarını geliştirmek amacıyla yeni araştırma merkezi hizmete açıldı. Yetkililer merkezin bilimsel üretimi artıracağını belirtti. Uluslararası projelerde daha aktif rol alınacağı ifade edildi. Merkezin uzun vadeli katkı sağlayacağı vurgulandı."
91,karsit,Sozcu,"Uzay merkezi yatırımı eleştirildi","Yeni uzay araştırma merkezinin maliyeti tartışma konusu oldu. Uzmanlar önceliklerin farklı alanlarda olması gerektiğini savunuyor. Projenin ekonomik getirisi sorgulanıyor. Tartışmalar devam ediyor."
91,notr,Hurriyet,"Uzay araştırma merkezi açıldı","Yeni uzay araştırma merkezi hizmete girdi. Yetkililer proje hakkında bilgi verdi. Bilimsel çalışmaların yürütülmesi planlanıyor. Süreç takip ediliyor."

92,yandas,Sabah,"Yeni siber güvenlik sistemi devreye alındı","Ulusal siber güvenliği güçlendirmek amacıyla yeni sistem devreye alındı. Yetkililer sistemin tehditleri önceden tespit edeceğini belirtti. Dijital altyapının daha güvenli hale geldiği ifade edildi. Projenin kritik öneme sahip olduğu vurgulandı."
92,karsit,Sozcu,"Siber güvenlik sistemi yetersiz bulundu","Yeni siber güvenlik sisteminin eksikleri olduğu iddia ediliyor. Uzmanlar sistemin saldırılara karşı tam koruma sağlamadığını belirtiyor. Altyapı eksiklikleri tartışılıyor. Eleştiriler sürüyor."
92,notr,Hurriyet,"Siber güvenlik sistemi tanıtıldı","Yeni siber güvenlik sistemi kamuoyuna tanıtıldı. Yetkililer sistem hakkında bilgi verdi. Kullanım süreci başladı. Etkiler izlenecek."

93,yandas,Sabah,"Yeni yapay zeka projesi başlatıldı","Yapay zeka alanında yeni bir proje hayata geçirildi. Yetkililer projenin teknoloji sektörüne katkı sağlayacağını belirtti. Yenilikçi çözümler geliştirileceği ifade edildi. Projenin büyümeyi desteklemesi bekleniyor."
93,karsit,Sozcu,"Yapay zeka projesi eleştirildi","Yeni yapay zeka projesinin yetersiz olduğu yönünde eleştiriler yapılıyor. Uzmanlar proje kapsamının dar olduğunu belirtiyor. Kaynakların verimli kullanılmadığı ifade ediliyor. Tartışmalar sürüyor."
93,notr,Hurriyet,"Yapay zeka projesi duyuruldu","Yeni yapay zeka projesi kamuoyuna açıklandı. Yetkililer hedefler hakkında bilgi verdi. Çalışmalar başlatıldı. Süreç izleniyor."

94,yandas,Sabah,"Yeni biyoteknoloji laboratuvarı açıldı","Biyoteknoloji alanında araştırmalar yapılacak yeni laboratuvar açıldı. Yetkililer bilimsel üretimin artacağını belirtti. Sağlık ve tarım alanında yenilikler hedefleniyor. Projenin önemli katkı sağlayacağı ifade edildi."
94,karsit,Sozcu,"Biyoteknoloji yatırımı tartışma yarattı","Yeni biyoteknoloji yatırımının maliyeti eleştiriliyor. Uzmanlar kaynak kullanımını sorguluyor. Projenin verimliliği konusunda şüpheler dile getiriliyor. Tartışmalar sürüyor."
94,notr,Hurriyet,"Biyoteknoloji laboratuvarı açıldı","Yeni biyoteknoloji laboratuvarı hizmete girdi. Yetkililer proje hakkında bilgi verdi. Araştırmalar başlatıldı. Süreç takip ediliyor."

95,yandas,Sabah,"Yeni çevrim içi eğitim platformu başlatıldı","Eğitimde dijital dönüşüm kapsamında yeni platform devreye alındı. Yetkililer öğrencilerin erişiminin kolaylaştığını belirtti. Eğitim kalitesinin artması hedefleniyor. Platformun yaygınlaştırılması planlanıyor."
95,karsit,Sozcu,"Online eğitim platformu eleştirildi","Yeni eğitim platformunun yetersiz olduğu iddia ediliyor. Öğrenciler teknik sorunlardan şikayetçi. Uzmanlar altyapı eksikliklerine dikkat çekiyor. Tartışmalar sürüyor."
95,notr,Hurriyet,"Online eğitim platformu açıldı","Yeni çevrim içi eğitim platformu hizmete girdi. Yetkililer sistem hakkında bilgi verdi. Kullanım başladı. Süreç izleniyor."

96,yandas,Sabah,"Yeni veri koruma yasası yürürlüğe girdi","Kişisel verilerin korunmasına yönelik yeni yasa yürürlüğe girdi. Yetkililer güvenliğin artırıldığını belirtti. Dijital hakların korunması hedefleniyor. Yasanın önemli katkı sağlayacağı vurgulandı."
96,karsit,Sozcu,"Veri koruma yasası eleştiriliyor","Yeni veri koruma yasası bazı kesimler tarafından eleştiriliyor. Uzmanlar yasanın yetersiz olduğunu belirtiyor. Kullanıcı haklarının tam korunmadığı ifade ediliyor. Tartışmalar sürüyor."
96,notr,Hurriyet,"Veri koruma yasası yürürlüğe girdi","Yeni veri koruma yasası yürürlüğe alındı. Yetkililer düzenleme hakkında bilgi verdi. Uygulama başladı. Süreç izleniyor."

97,yandas,Sabah,"Yeni robotik üretim hattı kuruldu","Sanayide otomasyonu artırmak amacıyla yeni robotik üretim hattı kuruldu. Yetkililer verimliliğin arttığını belirtti. Üretim kapasitesinin yükseldiği ifade edildi. Teknolojik dönüşümün sürdüğü vurgulandı."
97,karsit,Sozcu,"Robotik üretim işsizliği artırabilir","Yeni robotik sistemlerin işsizliği artırabileceği iddia ediliyor. Uzmanlar insan gücünün azalacağına dikkat çekiyor. Sosyal etkiler tartışılıyor. Eleştiriler sürüyor."
97,notr,Hurriyet,"Robotik üretim hattı kuruldu","Yeni robotik üretim hattı devreye alındı. Yetkililer sistem hakkında bilgi verdi. Üretim başladı. Süreç izleniyor."

98,yandas,Sabah,"Yeni akıllı tarım sistemi uygulanıyor","Tarımda verimliliği artırmak amacıyla akıllı sistemler kullanılmaya başlandı. Yetkililer üretimin arttığını belirtti. Teknolojik çözümlerle maliyetlerin düşmesi hedefleniyor. Sistem yaygınlaştırılacak."
98,karsit,Sozcu,"Akıllı tarım sistemi eleştirildi","Yeni tarım sisteminin yeterince etkili olmadığı iddia ediliyor. Çiftçiler uygulamaya uyum sağlamakta zorlanıyor. Uzmanlar desteklerin artırılması gerektiğini belirtiyor. Tartışmalar sürüyor."
98,notr,Hurriyet,"Akıllı tarım sistemi devrede","Yeni akıllı tarım sistemi uygulanmaya başlandı. Yetkililer proje hakkında bilgi verdi. Çalışmalar sürüyor. Süreç izleniyor."

99,yandas,Sabah,"Yeni lojistik drone sistemi test edildi","Lojistik alanında kullanılacak drone sistemi başarıyla test edildi. Yetkililer teslimat sürelerinin kısalacağını belirtti. Teknolojinin sektöre katkı sağlayacağı ifade edildi. Sistem geliştirilmeye devam edecek."
99,karsit,Sozcu,"Drone sistemi güvenlik riski taşıyor","Yeni drone sisteminin güvenlik riskleri oluşturabileceği ifade ediliyor. Uzmanlar denetim eksikliğine dikkat çekiyor. Vatandaşlar endişelerini dile getiriyor. Tartışmalar sürüyor."
99,notr,Hurriyet,"Lojistik drone sistemi test edildi","Yeni drone sistemi test edildi. Yetkililer proje hakkında bilgi verdi. Deneme süreci tamamlandı. Sonuçlar değerlendirilecek."

100,yandas,Sabah,"Yeni sürdürülebilir şehir projesi başlatıldı","Sürdürülebilir şehir modeli kapsamında yeni proje başlatıldı. Yetkililer çevre dostu uygulamaların yaygınlaşacağını belirtti. Enerji ve su tasarrufu hedefleniyor. Projenin uzun vadeli katkı sağlayacağı vurgulandı."
100,karsit,Sozcu,"Sürdürülebilir şehir projesi eleştirildi","Yeni şehir projesinin yetersiz olduğu iddia ediliyor. Uzmanlar planlamanın eksik olduğunu belirtiyor. Vatandaşlar projeye temkinli yaklaşıyor. Tartışmalar sürüyor."
100,notr,Hurriyet,"Sürdürülebilir şehir projesi duyuruldu","Yeni sürdürülebilir şehir projesi kamuoyuna açıklandı. Yetkililer proje hakkında bilgi verdi. Çalışmalar başlatıldı. Süreç izleniyor."